,text
2216,Go Haryana https://t.co/rvDhw4FIyH
2217,Thank u Bellary https://t.co/IOZLn7BMpL
2218,Thank u. Am happy to be love for u always.  https://t.co/taouNfyAKf
2219,Thank u guys https://t.co/hm9gLJlGgb
2220,Glad u enjoyed it https://t.co/co8x4UwDxv
2221,Hi Surat https://t.co/Ismq2wnvlc
2222,Thank u Bilaspur and Chattisgarh https://t.co/vXtv8LzQxo
2223,Hope u have fun baby https://t.co/Vf4vZ41iXG
2224,See it tomorrow please https://t.co/NFHamAh4fL
2225,The gangster in Italy https://t.co/kQjtmGyHB7
2226,Let the fun take over  https://t.co/P6lbjOQkMS
2227,Thank u my love. Hope u enjoy it. https://t.co/RCNofzL9Z4
2228,Thank u. Next film trying nail polish!  https://t.co/4cnzWWi2Y3
2229,Take all of Bengal now. Thank u https://t.co/IEmfnAbJQF
2230,Yay ab toh pyaar aur maar dono kar sakta hoonhttps://twitter.com/KomalNahta/status/825317828479758338
2231,"Come on, guys. Go for it! Wait kar raha hoon... https://t.co/fPZQBR0IiD"
2232,Too much fun. Don't miss it! https://t.co/IUS1RTd1KH
2233,Boys &amp; girls thank u for the amazing response to Raees. Go on loving it. Imtiaz &amp; Anushka waiting. See u at the multiplexes &amp; single screens
2234,Utha ke le ja https://t.co/10tEHre3rJ
2235,Give her my love https://t.co/nBlDPdDJ3l
2236,He was awesome set up the movie for us and the ammijaan https://t.co/KD5aitTBKf
2237,Happy birthday https://t.co/ZugEywY6Wf
2238,That I can entertain people https://t.co/j5QXA8YqpM
2239,Thanks hope it means good what u wrote https://t.co/W85uccfjQG
2240,Glad u liked it https://t.co/o5MqUx7OhN
2241,Thank u https://t.co/tB7JDgrKFe
2242,Thank u sooo much https://t.co/buwtOCT9xU
2243,Thank u so much. All the best  https://t.co/tI4v6f4ZRG
2244,Responsible https://t.co/mLGCq22HsC
2245,Systeme https://t.co/4YOwNc7y1x
2246,Yes he is a great guy https://t.co/BB4x9RDfxZ
2247,Yes India has to win tomorrow. All the best boys https://t.co/v9xF8A1IYO
2248,Yeh Acchha hai https://t.co/Yf3UI2zMxN
2249,Very happy and satisfied https://t.co/7JyqGyDg2C
2250,Friend https://t.co/vZXElk2Jlz
2251,Thank u and ask girls to see it https://t.co/wDMOvvZVGl
2252,Awesomeness https://t.co/aVYWnkxf6u
2253,I cooked it in the movie didn't u see?? https://t.co/oIhWsrVgqb
2254,Difficult to reply to everyone sorry https://t.co/S4gbIUszv9
2255,Lots of them including Sheron ka zamaana hota hai https://t.co/89GqIsOykz
2256,Standing up for my actions https://t.co/Gpzx5zB2BA
2257,Just now shooting for it and asked Imtiaz and he says not decided yet!!! https://t.co/SMz69Ph6t9
2258,Hope u enjoy it https://t.co/tdYyOmjYyx
2259,I may come to the hall https://t.co/vXw7hv66Yp
2260,Thank u for loving Raees https://t.co/rLCvvbL9N4
2261,I really feel the film has a lovely story and moments can't say one scene https://t.co/3b5UXQmfbd
2262,I shot it when I was injured so very painful https://t.co/NXt4WoVBkT
2263,I also loved that dialogue main dharam ka dhanda nahi karta https://t.co/50ixN2jyPo
2264,It's only a movie https://t.co/XFUQm3r3xx
2265,Have a big heart be Raees https://t.co/NuJYpJdYJH
2266,Mickey Mouse https://t.co/Bwhp5kYFLW
2267,Thanks https://t.co/7UFmYQavET
2268,Battery kya kar legi!?? https://t.co/L6gAj3tfOp
2269,Oh oh mil gaya https://t.co/3SwyOV8Tz2
2270,Thank u https://t.co/8qEUsQGtdm
2271,Let the first one be enjoyed fully first https://t.co/URYZpBW18J
2272,Keh dena main bhaaga nahin https://t.co/zK306vQT7K
2273,Big hug https://t.co/K91kqNU01C
2274,Hope they all like it https://t.co/UH9RTwN2Ed
2275,That's so sweet. Raees https://t.co/LV1PHfSX9A
2276,Whatever he wants to be https://t.co/WRbxK96LgT
2277,Love u https://t.co/prsq6DNYRV
2278,You go now will see it with u again when I am there https://t.co/0TiOuS5c8h
2279,My fav song https://t.co/DKmrzt8wFM
2280,The film is emotional and sexy https://t.co/2AD0jhLLbJ
2281,Thank u go and see it again please https://t.co/AkChFdQk9T
2282,I noticed a man on the sets and copied his walk https://t.co/kzPrWxgpiC
2283,Yes I do https://t.co/aQdjHgDSB7
2284,Yes he loved it. Clapped and danced on Laila https://t.co/Mctmr6CuqW
2285,Rahul dholakia and ram sampath https://t.co/yEBsvjV9Tm
2286,Hug https://t.co/3AbMCKtvgT
2287,Ha ha I don't know how to help u. Ask a girl to do it for u https://t.co/H3CmfQKJPG
2288,Arre yaar dhanda red chillies and excel ko Karne doh. U enjoy the film please https://t.co/3PcKEK6hiA
2289,Family hai pasand toh karegi https://t.co/zWjtoCMUqd
2290,Just did https://t.co/oS6DWO05Iz
2291,Zaalima and Laila and sad song the most https://t.co/nR7eZ5Y7Vf
2292,Go see Raees u will find out. It's ask Raees not tell all Raees https://t.co/Mj80oYEbNo
2293,That's kind of u to say https://t.co/ysnBxy2sJw
2294,Guess I am lovely!!!??? https://t.co/DZn7WDmI01
2295,Today https://t.co/XdWU5G5UCO
2296,Even if I don't it's ok as long as all of you are liking the film https://t.co/UVo5q8qePR
2297,Like I said I believe in positivity and don't listen to Negative ppl https://t.co/rkJg6EI4HO
2298,Ha ha ha https://t.co/3VMokpc5mV
2299,Try Karo nahi toh Monday jao https://t.co/7DyqCYVODb
2300,U all r very sweet thank u https://t.co/M8kjzj0Map
2301,Awesome and thank u https://t.co/9UqlLL3kFx
2302,Battery nahi bolne ka https://t.co/fvEPDSlm6P
2303,No high on Raees so not tired https://t.co/RfUJ78PNZ6
2304,Thank u I feel it's a family film especially for women https://t.co/wymtGAUvHm
2305,Yes that's a special scene. Thank u for liking it https://t.co/RKOtiJD81F
2306,When my kids call me Papa https://t.co/tWA08F91XC
2307,Tell me the reaction from the Theater https://t.co/Skbb4y5bPK
2308,U go and see it because Raees has a lots of heart https://t.co/4GVTxzwIie
2309,Go now!!! https://t.co/THGYeZBnjG
2310,U tell me yours I want to know a girls point of view https://t.co/yp9BLSCgzp
2311,I know had to be like that https://t.co/fGgM9dJbyw
2312,Take ur family with u https://t.co/nDBI1ygDn5
2313,Good to see. Yay https://t.co/YQ85EnVZMK
2314,Take ur friends to a multiplex I may drop in https://t.co/YcAlmXLwKl
2315,Aapke saath toh pehla wala hoga https://t.co/IpxllxWZIr
2316,You tell me yours I maybe biased https://t.co/RijGkEDkqm
2317,The story actually and the strength of women characters https://t.co/yVH7hvC2z0
2318,I like u liked https://t.co/ZbDifGLFjc
2319,Kya karoon talent se majboor hoon and modesty se https://t.co/V36ZIaA9fp
2320,The interval point https://t.co/ZnSGWqgx5Q
2321,Full Gujarat was beautiful. Kutch was barrenly beautiful https://t.co/B1Sv55PYKY
2322,Gussa chodo iss ke saath naach lo. Ha ha https://t.co/VQ2Drtm03E
2323,Ha ha that's so cool. Thanks https://t.co/b5JlhvyBmD
2324,The sad song. At the end https://t.co/trbz0MCfng
2325,Have three very beautiful dogs https://t.co/O8qQ8543CX
2326,Back in Mumbai after sharing love in Hyderabad. Longish drive to shoot. Let’s have a #AskRaees to celebrate the happiness
2327,Wah wah now go in the halls and watch the film. Thank u all https://t.co/3Cx1QdfII9
2328,Views and reviews all seem good. Now enjoy the film https://t.co/WFFJkmnXGn
2329,Wow https://t.co/L3u9YE4Ag3
2330,So happy with reactions all over. Also women liking the emotions is nice.  https://t.co/eQsIPU98Xe
2331,This was fun. Go to Theaters and tell me your favourite scene in Raees https://t.co/YcMPreLHcX
2332,Let’s go and watch it with the families now https://t.co/5STnFfcgMk
2333,Thank u so much https://t.co/wcJqd8OctP
2334,In Hyderabad to wish my friends Sanjay &amp; Pinky for their sons wedding. It’s so much fun to be with them.
2335,So happy u liked it https://t.co/xPMd8aMCxw
2336,Dignity of work most essential https://t.co/8uRJSnOGyU
2337,Hope u enjoy it. Thank u for everything https://t.co/ZZt184ZItE
2338,"Thank you all for being part of Raees...

https://t.co/FYEkyI3Lnw https://t.co/ARav3kHFVh"
2339,Thank u Odisha https://t.co/wMhLGe0jiT
2340,You are kind to say that sir.  https://t.co/9OIl8QxHDI
2341,Thank u and how is the little one? https://t.co/C4aaXckK1e
2342,Thank u USA https://t.co/Ao2FHBcgc7
2343,"Sir when playing drunk, angry,powerful, comic or swaggy the inspiration is always u.Actually for all emotions it’s u https://t.co/NoBR4NFuMF"
2344,Selamat Datang Malaysia https://t.co/KnjvgQvexQ
2345,Thank u beautiful ladies. Be beautiful always https://t.co/ie6lorxT8G
2346,When my fav directors like my film it’s happy times. All the best to our Mustafa &amp; Machine.  https://t.co/PXlLepyytj
2347,Thank u so much https://t.co/wwkykG6RTN
2348,Ab Family ko le kar jao  https://t.co/j3Cuh93Woe
2349,Itna toh main bhi nahi naacha film mein.  https://t.co/aeOF61IFXd
2350,Thank u Pune. Want to come there and see it in a Theater  https://t.co/izXjSBLJFQ
2351,Wah https://t.co/kOkaO2vP8t
2352,Thank u beta  https://t.co/mJmDlCphoz
2353,Main bhi aisa kara loon??https://t.co/IvA9caQHTJ
2354,Thank u boys and girls. My love to Ajith.  https://t.co/U2PbtdTjhz
2355,How sweet u look and ur eyes!!  https://t.co/YukGPg4uYd
2356,Thank u Jaipur https://t.co/4e9JSfex8J
2357,Thank u Kolhapur https://t.co/znOH30pCsk
2358,Keep up the momentum https://t.co/lTnQf7iYmv
2359,U r more handsome  https://t.co/ithz2ztygX
2360,So glad u think so. Second half is the soul of the film https://t.co/KVmCm8APWt
2361,Please wear a helmet https://t.co/oTTufYsMiD
2362,Thank u taking care of the kids  https://t.co/4TDACQhPxZ
2363,Wow thanks https://t.co/vj4HmHiMjR
2364,Thank u. U r kind https://t.co/N79TUG7hI6
2365,Thank u for watching and liking https://t.co/qCNujEwCIw
2366,It’s the noblest thing to do. Thank u https://t.co/wDrmSIiTuH
2367,Thank u https://t.co/Sp8AQKKet2
2368,So happy the film is being loved https://t.co/URpysiul1p
2369,Ha ha picture bhi dekh lo yaar!!! https://t.co/85MDv7huPh
2370,Congratulations to u and Gujarat for the win. How well u all played.  https://t.co/CuKKyAPedg
2371,Off day.So lil one in arms. Sweet convo with daughter on fone &amp; jokes with elder son. La La Land 2 fall in lov &amp; sleep. Life is beautiful
2372,Nice https://t.co/J41tCgMamc
2373,Thank u my friend. Hope u like it https://t.co/P3v8ha6KUH
2374,Aap se hi seekha hai sir. https://t.co/i7rG0gYsrn
2375,Memories and love https://t.co/jZJpI0OnYt
2376,I am loving it https://t.co/qpORdEqFiP
2377,That’s so nice u liked it https://t.co/OdCIN2c1fq
2378,Aata hoon office ke raat ko https://t.co/FZzltRXZAe
2379,Please u also whistle na https://t.co/kuEXjk7gWL
2380,Thanks my man and thank u for Dhingana song https://t.co/8orFMSAYU5
2381,U r kind to say that https://t.co/XE1ZC2dOVa
2382,So glad https://t.co/k08Xqpduo3
2383,Thank u Assam https://t.co/xQattwH19Z
2384,Hall ko Nightclub bans diya Laila ne https://t.co/c20ZfWOLZv
2385,Thank u Indore  https://t.co/V6Y090Sge9
2386,Thank u sir https://t.co/SFLuQy5j2a
2387,Thank u Egypt and Agra. How wonderful is this all of u together.  https://t.co/1suvAc0mqH
2388,Passport ke bina Raees overseas bhi aa gaya chaa gaya https://t.co/dTx5ZDrcqc
2389,All the best team red chillies v fx https://t.co/tGAVSK8AbG
2390,Emotionally the second half works for me too  https://t.co/HPgPumHP6V
2391,So happy to see that all r liking it https://t.co/zYmAHcva4d
2392,Happy to hear from my friend https://t.co/o8A398hdxJ
2393,Ha ha https://t.co/tt731yxxnS
2394,Ur predictions r coming true sir. Thank u for the belief &amp; knowledge.  https://t.co/lNHi9MgCtX
2395,Thank u all for making the film so strong. https://t.co/xWxWCV6Bcr
2396,So glad Gujarat is loving it https://t.co/bTWS4WPxzm
2397,Thank u all https://t.co/dtA5GaZ4Vz
2398,And we ride on https://t.co/Ua4HZzcTru
2399,Make it bigger Pune https://t.co/jDWw2bwGS1
2400,Thank u  https://t.co/bpzNPbnisx
2401,Nice now walk like Raees https://t.co/UPMgHfqGFf
2402,Koi bola Delhi ka dhanda behtar ho sakta hai. Aaj dikha doh. https://t.co/NuwfyXk8ih
2403,Wow Kurnool https://t.co/ZGrp9SzJO0
2404,Insha Allah https://t.co/iqtIX7NxQZ
2405,Nice  https://t.co/vZoj7RFNpO
2406,Now now don’t be modest. U r so versatile your last three films’name didn’t start with a ‘K’ https://t.co/bCEIUQxWJP
2407,Aa gaya hoon!!https://t.co/Z06BcdJkHn
2408,So maybe a sports film as well. Ae Dangal Hai Mushkil yahaan https://t.co/azBrbezlc3
2409,Glad u liked it https://t.co/qFkJtbjr6B
2410,Arre Now go back with him into the theatre forthe next show. Thank u friend https://t.co/0t9PTHW67p
2411,I have always directed ur action scenes. Every scene where I run furiously after the ladies and hold their hand!! https://t.co/T6vgITRlFw
2412,Now u should also make an intense action film. U have it in u. Dishoom Dishoom Hota Hai. https://t.co/KbJbdgycQS
2413,Let’s go https://t.co/Lvyud9ZVnl
2414,Thank u so much. U need to start sleeping late!! https://t.co/ZHBlxZjfML
2415,Yes all fans and friends make today better than yesterday https://t.co/pFZt94dyhf
2416,I love u too https://t.co/5PtsYWI7Iw
2417,Thanking my stars https://t.co/8dY3dt1G2z
2418,Thank u Dharamsala https://t.co/ZsR0a7P4RD
2419,Well done Patna keep watching https://t.co/meyi0VAiGC
2420,Thank u https://t.co/3Psmsa0s0c
2421,Yay https://t.co/RgoUBs58Q0
2422,Aapne sahi kaha tha https://t.co/MiiDYsQB7w
2423,Go again today Kolar https://t.co/JLrUsp9YEF
2424,Thank u Sangli https://t.co/5nq5hM6GzF
2425,Lov u all for loving me https://t.co/1mh3CkPEr4
2426,Aage aage dekho. So happy with the response https://t.co/AKYAuuLJC7
2427,Thank u https://t.co/lwEYiXYTDe
2428,Hope u enjoy it https://t.co/WDhYJaD3kP
2429,Thank u https://t.co/0xS34PmGPN
2430,Kya shayari hai. Ab picture phir se dekho https://t.co/64TsV6nJRf
2431,Thank u Bardoli https://t.co/G0Xt0tHFoo
2432,Hun jaake picture dekh and doston ko bhi le ja. Aaj ki party meri taraf se https://t.co/0VDqpZuisS
2433,Thank u Aurangabad https://t.co/mIXMtK5pli
2434,Today make it bigger Delhi https://t.co/B6CfYoF0pJ
2435,Thank u Warangal but please be safe https://t.co/pZGiCSBsdC
2436,Thank u paaji https://t.co/v643fig0iC
2437,Happy Republic Day to all Indians all over the world. Jai Hind. https://t.co/JWkXJTOlw1
2438,Thank u Dubai https://t.co/KLA5bUtjaa
2439,Thank u Patna https://t.co/KN8ocreWY4
2440,Thank u Cuttack https://t.co/j9983JbNvY
2441,Thank u Satara https://t.co/2jYZQU9tid
2442,Thank u for the hugs https://t.co/v5iGmeSr5k
2443,What better song to celebrate on than which @MikaSingh  has sung https://t.co/VCnzPQtfNG
2444,Let’s make it bigger  https://t.co/oLPbSLnPtr
2445,I liked u in the film https://t.co/0lEV1dOWSn
2446,Go Raees go https://t.co/SJrQgQFoHR
2447,Thank u my champ https://t.co/mPOFQAtOg9
2448,Bhai log ab Rukna nahi https://t.co/m67hjJFMRw
2449,Thank u so much https://t.co/v2l2uocknd
2450,Yay baby https://t.co/fMtz7HJkyF
2451,Thank u my friend so glad u liked it https://t.co/K8svFZ1BSs
2452,.@diljitdosanjh Sorry for trying to sing paaji but had to tell u how much I love u. Please watch Raees in Punjab wi… https://t.co/q4uFQpJj0t
2453,Thanks for liking it https://t.co/CcFhPEJ6Vf
2454,Yay https://t.co/xK4pC7YDRc
2455,Feels nice https://t.co/5oteX5r5Gf
2456,Thank u all boys and girls https://t.co/Lt37TEUuRt
2457,On the top Himachal thank u https://t.co/oR88LbDHGU
2458,So I will see it after this review for sure ha ha https://t.co/Nx6OcySbnv
2459,https://t.co/Pq07zianyD
2460,Thank u Kochi https://t.co/7CsrIFuBHw
2461,https://t.co/PFPWZAGF7M
2462,https://t.co/rxMO3xZ2p7
2463,https://t.co/o1Q5JyZclL
2464,Thank u Cooch Behar https://t.co/g1mrSte8Hq
2465,Thanks boys https://t.co/ZxlwRC5D6t
2466,Dhanyawad Varanasi https://t.co/tQJB6hqViQ
2467,Wah bhai! https://t.co/aLQCqDi8ov
2468,And what about my body shot!! https://t.co/8IPgOdpf1H
2469,Yeh toh bahut zyaada pyaar hai https://t.co/aL1qEms6DT
2470,See it more than once https://t.co/DiLl8DFBfk
2471,Ranchi ki Jai ho https://t.co/IaMbMu5tEH
2472,Thank u https://t.co/2YNyhVohde
2473,Thank u all https://t.co/Pei5HQWE1b
2474,Dhande ka Dhingana https://t.co/IIeJ6W7ZDO
2475,No more distressed t shirts ha ha https://t.co/7GXRB3QF7M
2476,Saare Raees bhai https://t.co/Wnny3MmDjq
2477,Solapur that’s very kind https://t.co/qEk7PgfQDw
2478,Arre tickets lo paise se!! https://t.co/L1f2zyiPcN
2479,Thank u Vijayawada https://t.co/TB1I552zZO
2480,Thank u https://t.co/ClBYiW8ST3
2481,Dancing with joy because all of u are loving Raees. Tonight with the Jawans on Aaj Tak &amp; India Today at 8pm. With A… https://t.co/mfAr3LMqQb
2482,Raees King size https://t.co/9z4W8tY8Xz
2483,Aa jao chhaa jao Aurangabad  https://t.co/X8ZwbRytLj
2484,Yay Gaiety https://t.co/rwcHNNsktb
2485,Kurnool aa raha hoon https://t.co/ZQcmYwWz5E
2486,Thank u Nepal https://t.co/IJ71cUpfx0
2487,Thank u Ratnagiri https://t.co/OMiUcM6mZS
2488,Go team Raees https://t.co/cTUPAvx7gO
2489,Thank u Muzaffarpur https://t.co/uMuRgUBbzc
2490,Celebrating the Republic Day with army jawans full Punjabi style. Thank u AajTak https://t.co/jI8avPGSQF
2491,Wow https://t.co/b4epSERp1k
2492,Thank u Jharkand https://t.co/U8gxyaehzh
2493,Thank u glad u liked it https://t.co/VSU5xFZe5m
2494,RT @chiragkapoor2: fully enjoy today first day first show @RaeesTheFilm  with  @TEAMSRK_ONLINE one of best film of your @iamsrk sir lvv uu…
2495,RT @iFaridoon: Interval time of #Raees n Shah Rukh Khan the superb actor n hysterically popular star is in full form n yes Daring ki koi ka…
2496,Thank u https://t.co/6NegOTE34J
2497,Thank u https://t.co/CJPQFysTKo
2498,Thank u Hyderabad https://t.co/IJsaW3ZkMt
2499,Thank u Assam https://t.co/pnCsKqCHB5
2500,U made it possible baby. Thank u https://t.co/NZGzBOOqc4
2501,Udi udi aur kaisi udi https://t.co/GVPHf2tUUj
2502,So happy u liked it https://t.co/qDd26sddkG
2503,Thank u.  https://t.co/vJ4g4iP9re
2504,Thank u and love u https://t.co/jb4JPD0uYw
2505,Go for it all https://t.co/cDs6c0yJnH
2506,Thank u Jalna https://t.co/uMLTvJoKRy
2507,Yay hui NA baat Patna https://t.co/IceUKiUz7A
2508,Thank u Silchar https://t.co/j5c3qBumyq
2509,Glad u liked it https://t.co/ldHP3B5eps
2510,Aa Gaye kolkata wale https://t.co/lAvenbizd8
2511,Take Dharma again https://t.co/GTDCPHBaFx
2512,Glad u liked it https://t.co/bHlYFSYTSm
2513,I love u.  https://t.co/nQIE7g06UC
2514,Glad u liked it https://t.co/16BPQzhvua
2515,Chaaa jao https://t.co/K1e0h2NHyL
2516,Aamchi Mumbai aa raha hoon https://t.co/U9ypoZDinm
2517,Insha Allah https://t.co/0BqjuG301M
2518,Thank u Malaysia https://t.co/n5MPfbrkdR
2519,Wow Sunny https://t.co/kLXyUVqfHU
2520,Thank Latur https://t.co/UfYC5MyPAY
2521,Kya baat hai Indore. Lage raho https://t.co/rq8z3MDE95
2522,Thank u all go see it again https://t.co/Ug2B33uOyT
2523,RT @Paytm: Have you booked your tickets for @RaeesTheFilm yet? Book now &amp; get 50% Cashback! https://t.co/zDD0BReMNf @iamsrk https://t.co/wk…
2524,Thank u Surat https://t.co/A4RHmPaIYh
2525,Thank u Kolhapur https://t.co/lY8MSzXBVc
2526,Bangalore see it again https://t.co/ACgPq4Trqq
2527,Go Gujarat!!! https://t.co/j4zb1aLh4o
2528,Thank u my friend. It's been a while https://t.co/4KKdBInFsI
2529,Thank u Indore https://t.co/y9tlGn3qod
2530,Keep on dancing https://t.co/NIlHr67laO
2531,Thank u for getting me to do films https://t.co/QXwwP4NyQp
2532,Thank u Vadodara https://t.co/lV7PpDM6GO
2533,Thank u Aurangabad https://t.co/JPcK0efiLb
2534,Thank u my friend https://t.co/X1OQdjYUzz
2535,Thank u Nagpur https://t.co/TRHTZ14EY3
2536,Thank u Ahmedabad https://t.co/nfQsOgVt8C
2537,Thank u Chennai https://t.co/UQITvrh0lL
2538,Thank u so much. Will come and see u soon. Take ur team and please watch the film. https://t.co/ZSFSyw3Laf
2539,Thank u Anand https://t.co/vsinotbDNs
2540,Thank u and take lots of friends with u https://t.co/YeCQ8Sxm08
2541,Thank u Behrampur  https://t.co/UtcQ2fKlk2
2542,Thanks Kanpur https://t.co/eQzFYhr9RL
2543,Thank u Calicut https://t.co/IfZtIvWJ9R
2544,Thank u Beed https://t.co/wRGRmZIktm
2545,@iHrithik wish could have avoided overlap of releases. That said…my love to u &amp; @yamigautam dad &amp; @_SanjayGupta. Kaabil wil b awesome
2546,I know thanks for the love https://t.co/CtMqHsUbgM
2547,Thank u https://t.co/kBUF0qZ5Ip
2548,Thank u https://t.co/I86hXIt37w
2549,U look awesome  https://t.co/th5OFB0WWQ
2550,Thank u https://t.co/czz9e87wwK
2551,Good u don’t need to be wise u need to be in love https://t.co/ucbCk7U1WL
2552,I don’t work for haters I work for lovers.  https://t.co/KJduqgIOra
2553,U r creative and hope u enjoy the film https://t.co/OLQpgYETSO
2554,That seems like a good hand!  https://t.co/n0ICDPohC8
2555,Short and crisp critique . Thanks all the same https://t.co/qDd26sddkG
2556,Hope u enjoy it https://t.co/GDmnoVGgfE
2557,Love u too https://t.co/zrvtTltJEP
2558,Love u all thank u https://t.co/neFkiWHsAc
2559,Thank u. I am touched.  https://t.co/5BrVjJPt4J
2560,Will eat it on Monday. https://t.co/DNcSjjcMGY
2561,Wow  https://t.co/RAzjdhXTOG
2562,Thanks boys and girls https://t.co/nkSDA3exnk
2563,You know I love u too https://t.co/RfFVt1vdVc
2564,And I though I have chemistry only with heroines!!! https://t.co/gBqYzSlqy7
2565,U r quite the Raees urself. Thanks https://t.co/L2MeIdUH0C
2566,Thank u https://t.co/zURLTqKqQ9
2567,Thank u. Would not be good if it wasn’t for Nawaz bhai https://t.co/XNlhHpQ1Vv
2568,Tu dhaadi katwa le thodi si. Thank u https://t.co/aHKOsKlsvK
2569,Long time no see. Glad u like.  https://t.co/hyYdN4KxED
2570,Insha Allah  https://t.co/ygtyXgI9uH
2571,Aisa mat bol Abhi picturein Baaki hain https://t.co/y3hhMANNUr
2572,Thank u boys and girls let’s do this https://t.co/myBlBTEU4I
2573,Glad u r as mad as I am https://t.co/Y9ipw1px1v
2574,Thank u boys and girls https://t.co/4IqMoly4G5
2575,Thanks man https://t.co/OwfH4bwwqo
2576,My sweet Kolkata https://t.co/ZiDyW2MIOv
2577,Can’t resist..tum khush toh bahut hoge…https://t.co/Clh1XboMpN
2578,Pehle bolna tha na. Thank u https://t.co/LDeCqnmOfP
2579,Thank u my favourite man. Wish i was there to ‘discuss’ like we always do. Love u https://t.co/vWNep2dPai
2580,Thank u Nagpur https://t.co/4i1L8TE6TI
2581,You forgot to add the Republic Day holiday.  https://t.co/ouK9714uGf
2582,Don’t you worry about anything. Please be with ur family.  That’s the most important. https://t.co/iwLdrctSea
2583,Am glad u liked it. Thank u https://t.co/16BPQzhvua
2584,Thank u take all ur friends with u https://t.co/igL686A6gz
2585,Tere mooh mein ghee shakar https://t.co/NKLlsH1B0v
2586,Glad u liked it https://t.co/g8qpajAicE
2587,Thank u https://t.co/rrkrONpoX7
2588,So happy u liked it. Wish I was there to see the film.  https://t.co/cHcwkGdE3e
2589,Thank u for making feel larger than life which I am not. https://t.co/vMluA6I0xQ
2590,Thanks Canada https://t.co/IUmr6gcMQA
2591,Thank u Hyderabad https://t.co/DkLBctcVar
2592,Thank u boys and girls https://t.co/41qQSbsEol
2593,Thank u all https://t.co/SyTd5JqK6h
2594,Thank u all the students…the future of India to be here at the Kota station. All the girls especially…love u immensely &amp; wish u the best.
2595,Don’t stop just yet. Thank u https://t.co/dfpKgo22lk
2596,Thank u Gujarat. This is so beautiful. Thanks for waiting for Raees Surat. https://t.co/SL8bMGhdcg
2597,All lights and love in Valsad. Thank u for welcoming team Raees. https://t.co/0xzP2zIRBE
2598,In Vapi Udi Udi jaaye... https://t.co/JnrDqMI0F6
2599,Thank u Jam8 for composing Dhingana &amp; Ram for producing. Mika paaji tussi kamaal kitta Hai.
2600,Had such a warm mad welcome at Vapi. Now onto Surat. Chal Chaiyya Chaiyya Chaiyya….Ab Surat aa raha hoon.
2601,Hope u have fun  https://t.co/SvDR8VMRL3
2602,It is so lovely to meet this woman of substance. Love to her and her family. https://t.co/pC0HkujMcK
2603,Thank u very much https://t.co/alvywAfDxH
2604,On train &amp; listening to the new song from Raees.Dhandhe Ka #Dhingana… https://t.co/nUSlOI3jVE  #2DaysToRaeesKaDin https://t.co/A51vNlbx4W
2605,Woh bhi lelo aur meri taraf se dost ko Raees dikhao https://t.co/YwNq09m7Si
2606,Hope u like the film https://t.co/1YS0OaJCNe
2607,Thank u https://t.co/yLJXrtzLpV
2608,Thank u BiharPatna https://t.co/fIP7rd0ito
2609,Well done https://t.co/Fkht03k73s
2610,Dilli toh aa raha hoon train mein. Jaise pehli baar Mumbai aaya tha.https://t.co/cfUsR3RdUQ
2611,Dono saath ayenge https://t.co/8GU4kJadpA
2612,U look pretty. Pathani suits u https://t.co/mWtWHyxb8c
2613,Thank u Bhopal https://t.co/KczhvPt0HW
2614,"Doosre hall mein agle din dekh Lena. Picture dekhni hai, hall nahin. https://t.co/N9BG1OukMH"
2615,Thank u u all r kind.  https://t.co/vtAWARfueJ
2616,Try karunga https://t.co/SuBJ1fU0rv
2617,Hope u enjoy the film https://t.co/5DoGurlX2d
2618,Picture dekho… dhanda toh ho hi jayega. https://t.co/E2OdQNyN9m
2619,Thank u Hyderabad https://t.co/tGqCVOlySa
2620,U r right https://t.co/aYbgWVV4pI
2621,Thank u all in Rajasthan https://t.co/lNIftIOdqa
2622,Gold is good too  https://t.co/GyohPbfylz
2623,Have a good time Japan https://t.co/A1bBmkWtkB
2624,Baad mein dekhna zaroor https://t.co/8uJnCoZZHD
2625,Bahut khoob chaa gaye tum.https://t.co/OqK6fhfY4p
2626,Thank u https://t.co/LfX36dYzcS
2627,That’s very kind https://t.co/pquhBzl2P4
2628,Study harder the day after https://t.co/49gZWzI7xb
2629,Bahut pyaar tumhein https://t.co/jHh4LMOJUp
2630,Dublin wow.  https://t.co/eKAj6E8ZgB
2631,The cat is a nice touch ha ha https://t.co/GiCzSmazow
2632,Thank u Australia.  https://t.co/l4NdGElquk
2633,Thank u I play lots of ur games tell ur team https://t.co/Xkifa7rSQJ
2634,Take ur friends toohttps://twitter.com/jaggu21strong/status/823471678613319682
2635,Thank u Hampi https://t.co/aptQjb5p14
2636,Thank u https://t.co/ZlCS1n7yts
2637,Thank u Nepal https://t.co/zifBLzJZmO
2638,Arre doosre Theater mein chale jao or take some other showtime https://t.co/lLhfBCfcDj
2639,Thank u https://t.co/nQTFkUQCan
2640,Thank u and sorry about the work https://t.co/mUhWU9a2Uh
2641,Will tell someone from my office to get in touch with u all https://t.co/Xczbhvq0rM
2642,Thank u https://t.co/gHXsoup28e
2643,I am so proud. Thank u https://t.co/WnZBcZoKSc
2644,Sending u all love https://t.co/Wmduwb1qng
2645,#2DaysToRaeesKaDin https://t.co/Z073hYbAN4
2646,There is no greater sukoon/shanti/ peace than when ur baby sleeps in ur arms. https://t.co/y72dP9U1Xn
